STATIONCODE,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,PM05N,PM1N,PM25N,PM10N,Weather,WindSpeed,WindDirection,e-source-type,e-source-distance(km),se-source-type,se-source-distance(km),s-source-type,s-source-distance(km),sw-source-type,sw-source-distance(km),w-source-type,w-source-distance(km),nw-source-type,nw-source-distance(km),n-source-type,n-source-distance(km),ne-source-type,ne-source-distance(km),heating season
XH808A016091800673,500.57,748.67,299.33,1202.17,53.23,54.23,22,96.73,2017/8/16 17:00,4036.5,2005.03,454.4,30.57,7,2.3,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,540.9,735.6,384.63,1230.5,59.17,59.97,22,94.83,2017/8/16 18:00,4617.47,2275.87,487.23,30.47,7,1.5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,555.97,705.07,434.57,1155.57,54.87,55.67,22,93.93,2017/8/16 19:00,4505.13,2133.63,432.63,27.37,7,1.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,583.27,660.2,497.3,1169.77,62.07,62.77,22,93.67,2017/8/16 20:00,5122.47,2422.13,491.33,31.1,7,1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,564.77,618.3,586.53,1045.2,58.03,59.23,22,92,2017/8/16 21:00,4618.9,2199.7,461.93,31.67,7,2.5,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,693,556.47,610.7,968.43,58.17,59.37,22,91.97,2017/8/16 22:00,4654.93,2231.67,462.03,32.47,7,0.2,0,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,665.83,538.33,676.23,954.43,46.3,47.17,22.57,90.7,2017/8/16 23:00,3859.37,1778.53,359.03,25.43,7,0.6,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,603.37,526.9,642.17,939.43,39.13,39.8,23,89.53,2017/8/17 0:00,3372.5,1526.57,309.53,20.23,7,0.7,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,583.13,484.83,653.9,849.33,44.87,46.17,23,90.5,2017/8/17 1:00,3727.5,1727.63,354.47,25.7,7,1.6,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,523.8,457.93,672.9,787.93,44.03,44.93,22.3,91.97,2017/8/17 2:00,3656.4,1689.97,348.47,24.63,7,1.3,0,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,427.27,497.1,608.17,808.07,28.13,29.07,22,90.7,2017/8/17 3:00,2400.53,1071.7,226.73,18.57,7,0.8,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,417.53,477.83,598.2,806.33,38.87,39.9,22,92.63,2017/8/17 4:00,3207.37,1474.4,318.5,24.67,7,0.7,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,424.83,478.83,608.53,813.13,48.07,49.77,21.97,93.23,2017/8/17 5:00,3826.23,1811.8,398.33,33.53,7,1.4,0,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,434.9,460.23,637.67,755.67,42.6,44.1,22,93.1,2017/8/17 6:00,3430,1617.4,351.6,30.5,7,1.1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,428.97,485.6,627.53,823.67,41.27,42.9,22,92.03,2017/8/17 7:00,3342.97,1572.77,342.5,29.2,2,1.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,485.73,535.9,672.03,899.4,37.57,40,23.5,87.1,2017/8/17 8:00,3174.53,1441.53,303.87,28.3,2,0.9,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,534.33,672.2,663.17,1188.03,32.17,33.97,27.5,73.4,2017/8/17 9:00,2879.2,1263.63,251.27,20.07,2,0.8,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,550.7,694.13,698.93,1199.63,30.57,32.23,30.03,65.77,2017/8/17 10:00,2695.57,1172.87,227.87,17.37,2,1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,468.37,773.2,554.6,1302.53,27.2,28.6,32.2,57.93,2017/8/17 11:00,2366.93,1019.33,194.63,14.5,1,0.6,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,468.2,821.73,443.6,1340.3,39.63,41.67,32.27,58,2017/8/17 12:00,3272.47,1449.23,285.5,18.47,1,0.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,494.4,878.53,420.5,1485.23,49.13,51.83,32.3,58.8,2017/8/17 13:00,3895.33,1787.13,353.7,22.73,1,1.2,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,430.23,958.87,261.77,1557.97,38,39.17,32.6,56.37,2017/8/17 14:00,3196.8,1395.6,260.77,14.2,1,0.4,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,416.97,1072.13,76.77,1747,40.53,42.5,33,55.23,2017/8/17 15:00,3481.2,1517.97,279,16.93,1,1.5,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,420.17,1107.9,91.9,1792.7,40.27,42.23,32.63,55.63,2017/8/17 16:00,3469.5,1509.53,273.97,16.13,1,1.4,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,408.8,1126.46,21.6,1749.63,48.69,50.23,31.46,60.2,2017/8/17 17:00,4167.17,1858.14,329.74,17.63,2,2.1,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,458.33,1106.33,38.83,1751.13,55.93,58.2,30.4,64.23,2017/8/17 18:00,4748.7,2143.37,387.47,21.27,2,2,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,444.47,1046.03,94.33,1663.8,55.7,57.77,30,67.2,2017/8/17 19:00,4823.4,2177,388.83,20.37,2,2,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,395.4,1013.47,74.43,1586.1,65.13,66.93,28.63,73.23,2017/8/17 20:00,5490.2,2552.73,468.93,24.07,2,1.3,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,431.57,1022.63,121.2,1609.97,79.2,81.8,27.83,78.13,2017/8/17 21:00,6540.03,3079.67,584.73,32.97,2,1.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,399.27,947.7,192.33,1457.23,84.63,87.67,27,80.23,2017/8/17 22:00,6761.83,3247.63,635.67,37.4,2,1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,407.3,855.77,366,1310,102.77,106.7,26.9,81.33,2017/8/17 23:00,7860.7,3849.17,781.43,47.37,2,3.2,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,456.2,817,321.87,1242.87,38.97,40.07,25.4,83.5,2017/8/18 0:00,3208.63,1491,297.23,18.67,2,1.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,418.13,730.77,430.13,1089.87,15.87,16.1,25,84.07,2017/8/18 1:00,1593.1,656.47,117.07,7.1,2,1.1,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,430.1,682.73,476.5,993.07,22.87,23,25,85.6,2017/8/18 2:00,2110.97,923.2,173.17,10.27,2,1.8,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,503,629.03,550.77,947.17,42.8,43.5,24.07,88.17,2017/8/18 3:00,3532.6,1634.97,329.87,20.83,2,1.6,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,550.9,593.4,640.93,919,48.43,49.67,24,88,2017/8/18 4:00,3933.5,1865.93,377.27,24.03,2,1.1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,694.17,539.93,715.1,879.07,53.83,55.63,24,88,2017/8/18 5:00,4363,2065,420.07,28,2,0.4,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,671.77,513.73,727.97,835.4,55.97,57.67,24,88.67,2017/8/18 6:00,4606.37,2161.67,436.8,30.73,2,1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,709.37,561.27,727.6,970.07,60.43,62.53,24.73,85.33,2017/8/18 7:00,4976.37,2346.6,473.1,33.2,2,0.1,0,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,857.7,570.4,1008.17,1113.03,117.23,121.67,26.03,81.67,2017/8/18 8:00,9316.83,4499.63,888.47,55.97,2,1.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,880.17,647.9,1074.6,1273.43,102.37,106.77,28.53,73.6,2017/8/18 9:00,8146.63,3883.2,755.5,46,2,2,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,670.23,682.33,749.67,1289.9,58.8,62.07,30.2,67.43,2017/8/18 10:00,4796.8,2195.67,430.3,29.3,2,1.5,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,515.77,714.27,525.23,1294.67,36.33,38.53,31,64.87,2017/8/18 11:00,3026.37,1325.63,264.23,20.07,2,1.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,521.6,758.67,581,1327.3,48.87,51.47,30.37,66.2,2017/8/18 12:00,4127.67,1847.5,343.47,22.03,2,1.4,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,489.57,839.6,463.33,1432.63,67.73,70.33,30,67.23,2017/8/18 13:00,5656.27,2604.07,481.6,27.5,2,2.8,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,449.4,930.07,209.17,1536.87,71.67,74.2,30,72.07,2017/8/18 14:00,5818.47,2736.93,513.5,28.8,2,2.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,469.97,944.8,112.13,1606.37,91.53,93.93,28.23,81.03,2017/8/18 15:00,7247.5,3480.53,663.13,32.7,2,0.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,454.27,1034.57,97.83,1705.43,78.87,81.2,29.03,75.3,2017/8/18 16:00,6468.03,3066.27,563.4,28.07,2,0.8,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,415.87,1027.97,59.7,1670.4,56.53,58.13,29.67,72.73,2017/8/18 17:00,4810.13,2195.13,397.77,20.6,2,1.4,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,412.03,943.43,124.73,1499.03,53.27,54.6,29,78.1,2017/8/18 18:00,4596.63,2100.67,385.7,21,2,3.5,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,404.5,921.37,118.07,1407.43,59.1,60.03,27.57,81.87,2017/8/18 19:00,4937.43,2303.4,425.17,21.07,2,1.4,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,403.13,875.2,139.5,1370.13,53.57,54.13,24.5,90.7,2017/8/18 20:00,4359.47,2107.97,408.03,21.4,,,,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,417.63,734.23,316.47,1161.83,64.83,65.67,23.67,95.03,2017/8/18 21:00,5011.27,2485.67,508.27,27.37,2,1.1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,429.13,714.93,394.87,1148,83.93,84.97,24,95.6,2017/8/18 22:00,6338.77,3168.17,646.87,35.4,2,0,0,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,405.97,654.67,482.87,1034.13,88.53,90.7,24.9,95.13,2017/8/18 23:00,6803.33,3362.9,673.77,40.43,2,0.7,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,364.1,648.33,501.27,980.6,79.07,80.17,25,94.23,2017/8/19 0:00,6335.17,3015.8,591.73,32.97,2,1.4,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,355.73,576.23,585.97,850.5,74.03,75.37,25,94.07,2017/8/19 1:00,6025,2824.67,550.27,32.67,2,1.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,354.43,575.37,568.13,839.8,62.7,63.47,24.2,92.63,2017/8/19 2:00,5349.73,2452.87,464.23,25.43,2,1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,379.63,561.57,597.13,857.17,65.5,66.63,24.17,92.5,2017/8/19 3:00,5630.43,2555.6,479.6,29.1,2,1.1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,471.93,537.6,650.13,790,72.2,74.3,24.73,93.4,2017/8/19 4:00,6084.6,2783.37,534.57,35.4,2,1.2,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,454.77,539.03,646.17,801.6,67.1,68.57,24.63,92.3,2017/8/19 5:00,5548.93,2559.13,505.83,32.83,2,1.6,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,458.53,557.73,618.73,874.17,68.07,70.3,24,91.4,2017/8/19 6:00,5628.97,2607.33,516.8,36,2,0.7,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,560.43,559.07,668.57,893.1,80.43,83.63,24.67,90.93,2017/8/19 7:00,6587.53,3087.17,621.17,44.87,6,0.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,646.93,546.87,770.53,926.37,83.5,87.3,25.13,88.37,2017/8/19 8:00,6812.03,3164.73,637.7,46.43,6,1.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,621.83,603.33,763.97,1055.63,75.5,78.67,26,84.5,2017/8/19 9:00,6207.9,2883.97,574.2,41.13,6,1.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,567.83,681.27,689.23,1165.23,73.03,75.13,26.97,81.73,2017/8/19 10:00,6170.17,2858.87,540.1,31.87,6,1.1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,475.7,774.23,566.8,1312.17,67.17,69.13,28.47,76.4,2017/8/19 11:00,5566.03,2610.2,488.93,26.87,6,2.7,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,494.03,841.37,574.23,1391.73,67.13,69.57,30.27,69.3,2017/8/19 12:00,5436.33,2501.77,468.07,26.9,6,2,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,432.87,940.73,308.17,1497.43,75.73,78.97,30.13,69.47,2017/8/19 13:00,5904.9,2774.27,528.2,29.43,6,0.5,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,417.73,942.83,194.83,1495.37,53.67,55,29.03,71.17,2017/8/19 14:00,4536.77,2093.37,386.23,20.77,6,1.5,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,420.07,946.87,171.83,1505.53,41.27,42.5,29,71.3,2017/8/19 15:00,3577.53,1607.7,296.8,16.83,6,2.6,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,342.83,958.47,68.7,1462.13,32.1,33,29,71,2017/8/19 16:00,2849.5,1245.97,232.8,12.03,6,2.1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,364.17,968.1,77.33,1489.47,33.6,34.83,29,70.9,2017/8/19 17:00,3020.23,1328.07,249.47,15.67,3,0.6,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,383.97,960,129.5,1475.9,39.7,41.37,29,72.23,2017/8/19 18:00,3439.1,1527.87,290.7,19.63,3,0.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,392.97,925.7,163.23,1410.17,39.97,40.9,28,74.53,2017/8/19 19:00,3439.87,1542.13,295.27,18.47,3,1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,378.33,836.2,293.53,1248,44.87,45.53,27.2,79.4,2017/8/19 20:00,3855.2,1740.9,327.57,16.97,3,1.2,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,371.07,784.2,364.13,1156.03,48.43,49.83,27,81.67,2017/8/19 21:00,4090.57,1888.3,363.03,21.93,3,1.6,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,365.27,728.13,440.73,1059.93,50.97,52.17,26.53,81.6,2017/8/19 22:00,4276.57,1974.23,375.97,21.4,3,1.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,421.3,676.1,540.17,1006.43,67.27,69.1,26,84.73,2017/8/19 23:00,5444.33,2595.87,512.9,31.23,3,1.4,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,423.67,692.27,555.47,1034.83,83.77,86.83,25.97,86.7,2017/8/20 0:00,6522.83,3180.77,640.2,40.57,3,1.5,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,479.5,654.6,586,1003.63,96.43,100.27,25,88.2,2017/8/20 1:00,7280.3,3617.6,757.33,51.5,3,1.5,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,495.33,600.9,630.13,920.6,99.67,103.5,25,89.43,2017/8/20 2:00,7587.6,3762.9,785.27,52.57,3,1.6,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,510.53,568.13,639.37,844.77,99.17,103.13,24.93,90.17,2017/8/20 3:00,7542.37,3748.53,780.63,53.3,3,1.9,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,532.53,548.8,661.9,875.53,98.77,101.9,24,91.23,2017/8/20 4:00,7298.03,3670.93,784.77,50.93,3,1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,593.47,536.97,685.17,857.7,111.2,115.5,24,91.87,2017/8/20 5:00,8027.07,4091.67,891.63,60.93,3,1.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,639,551.43,703.13,916.97,121.23,125.4,24,91.67,2017/8/20 6:00,8817.97,4484.2,962.77,64.1,3,0.6,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,637.17,538.47,705.37,906.33,117.27,121.8,24.1,91.23,2017/8/20 7:00,8628.53,4336,934.57,64.17,2,1.5,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,640,570.43,709.93,986.7,111.7,116.53,25.6,87.37,2017/8/20 8:00,8442.87,4183.53,878.83,60.4,2,2.1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,587.1,693.4,656.1,1196.97,84.73,89.03,27.87,78.43,2017/8/20 9:00,6660.07,3209.83,641.17,43.13,2,2.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,544.7,789.03,581.97,1336.17,61.33,63.77,29.53,72.63,2017/8/20 10:00,5047.97,2354.6,452.5,27.37,2,1.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,515.93,827.8,684.6,1392.7,64.97,68.63,31.2,67.3,2017/8/20 11:00,5003.33,2359.5,468.87,29.53,1,1.7,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,409.4,861.6,434.57,1408.17,55.3,57.67,31.6,65.47,2017/8/20 12:00,4414.23,2033.27,387.87,22.27,1,0.8,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,360.23,953.97,269.23,1510.8,49.33,51.33,32.73,61.33,2017/8/20 13:00,4106.2,1859.6,335.53,17.8,1,1.2,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,433.67,874.13,277.03,1334.07,74.8,78.13,30.03,73.07,2017/8/20 14:00,5694.37,2740.8,545.97,31.5,1,3.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,420.67,866.57,115.77,1272.7,48.17,48.57,24.37,94.03,2017/8/20 15:00,3912.1,1888.07,378.1,20,1,3.2,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,420.23,886.23,173.07,1413.33,60,60.67,24.73,94.2,2017/8/20 16:00,4937.67,2354.8,448.37,22.6,1,2.1,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,423.77,828.13,331.57,1363.5,57.17,58.3,26.7,89.9,2017/8/20 17:00,4818.83,2259.1,425.73,22.93,2,0.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,424.33,789,460.8,1231.43,63.2,64.83,27,89.37,2017/8/20 18:00,5200.6,2461.3,474.57,27.83,2,0.8,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,394.97,768.73,635.2,1160.7,64.43,67.1,27,88.43,2017/8/20 19:00,5096.2,2444.5,489.53,31.13,2,1,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,376.3,696.9,694.03,1079.13,63.63,65.9,26.37,90.27,2017/8/20 20:00,5182.7,2472.9,481.07,31.37,2,1.2,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,384.73,675.73,685,1021.63,66.73,68.83,26,89.97,2017/8/20 21:00,5355.03,2537.8,502.07,30.4,2,1.6,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,378.7,652.93,673.43,998.27,73.87,76.07,26,90.03,2017/8/20 22:00,5825.77,2821.7,557,34.13,2,0.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,380.83,580.33,722.83,874.17,84.13,87.87,26,91.6,2017/8/20 23:00,6407.53,3153.43,653.5,44.1,2,1,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,375.97,558.2,776.8,836.33,83.07,85.77,25.87,92.63,2017/8/21 0:00,6286.77,3098.13,643.1,39.77,2,0.6,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,376.83,535.1,751.57,794.43,78.27,80.5,25,93.4,2017/8/21 1:00,5957.93,2930.17,590.17,35.63,2,0.4,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,349.2,539.2,677.3,765.83,69.63,71.3,25,93.33,2017/8/21 2:00,5276.2,2582.47,531.37,31.93,2,0.7,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,346.6,551.47,670.3,805.83,58.9,61,25,92.9,2017/8/21 3:00,4593.37,2206.3,444.13,27.57,2,1.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,339.63,577.13,627.27,844.4,56.37,57.9,25.13,91.5,2017/8/21 4:00,4542.5,2157.33,432.27,26.93,2,0.9,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,332.53,604.13,563.37,883.77,47.53,48.87,25.07,90.3,2017/8/21 5:00,3942.37,1810.83,362.5,24.83,2,2,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,355.93,595.67,608.6,857.7,49.53,50.8,25,90.37,2017/8/21 6:00,4089.03,1888.33,377.57,25.47,2,1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,384.83,601.77,626,881.43,59.07,61.6,25.77,90.7,2017/8/21 7:00,4765.97,2248.8,452.77,31.63,2,1.2,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,373.3,619.47,637.63,908.77,60.03,62.47,26.17,88.93,2017/8/21 8:00,4931.7,2311.87,460.2,30.27,2,2.4,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,367.07,688.73,628.63,1000.8,61.3,63.93,27.93,83.47,2017/8/21 9:00,4826.6,2295,467.13,29.23,2,3.1,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,366.37,849,438.83,1270.23,67.53,71.23,29.87,77.6,2017/8/21 10:00,5215.6,2517.1,513.43,33.67,2,2.8,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
