STATIONCODE,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,PM05N,PM1N,PM25N,PM10N,Weather,WindSpeed,WindDirection,e-source-type,e-source-distance(km),se-source-type,se-source-distance(km),s-source-type,s-source-distance(km),sw-source-type,sw-source-distance(km),w-source-type,w-source-distance(km),nw-source-type,nw-source-distance(km),n-source-type,n-source-distance(km),ne-source-type,ne-source-distance(km),heating season
XH808A016091800673,411.4,751.77,445.67,1132.47,77.67,80.27,27,84.9,2017/8/1 0:00,6000.8,2894.1,608.53,36.67,2,1.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,400.55,717.79,567.97,1076.03,54.17,55.86,27,82.31,2017/8/1 1:00,4441.9,2075.83,410.69,25.07,2,1.5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,378.13,672.43,578.5,980.4,55.03,56.87,26.7,81.8,2017/8/1 2:00,4364.73,2061.97,422.2,27.17,2,2.3,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,397.7,681.5,562.5,993.93,63.93,66.43,26,85.3,2017/8/1 3:00,5043.9,2410.97,500.47,33.13,2,1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,390.67,685.1,563.63,1024.7,76.27,80.47,26,87.63,2017/8/1 4:00,5890.7,2864.83,621.77,48.63,2,1.1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,421.07,643.17,676.8,931.43,91.07,94.23,26,88.97,2017/8/1 5:00,6999.97,3434.43,712.73,45.5,2,0.6,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,611.53,585.83,843.77,931.83,124.3,129.3,26,88.8,2017/8/1 6:00,9245.1,4634.27,961.7,60.77,2,1.5,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,802.87,573.3,852.03,936.3,122.8,128.97,26.2,88.33,2017/8/1 7:00,9024.93,4538.37,967.47,66.3,2,2.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,712.53,596.8,835.33,1024.1,119.53,126.23,27.23,85.77,2017/8/1 8:00,8553.83,4336.77,944.93,64.07,2,3,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,593.27,618.3,828.77,1061.87,128.7,137.03,28.57,80.57,2017/8/1 9:00,8494.23,4549.07,1065.27,76.07,2,2.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,531.93,626.77,798.8,1074.7,147.07,159.53,29.9,77.73,2017/8/1 10:00,8928.47,4948.67,1224.23,89.17,2,3.5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,383.83,707.37,475.6,1123,67.73,71.93,30.1,73.03,2017/8/1 11:00,4944.73,2507.5,532.53,35.9,2,1.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,328.67,812.63,386.6,1292.03,49.47,51.93,32.33,68.53,2017/8/1 12:00,3732.13,1794.27,364,21.03,2,2.1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,308.6,857.6,301.6,1311.03,41.47,43.37,33.53,65.33,2017/8/1 13:00,3299.17,1530.8,299.27,16.87,2,3.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,300.77,929.57,163.57,1404.23,35.7,36.53,33.6,63.87,2017/8/1 14:00,3008.77,1360.8,257.7,13.63,2,2.5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,318.8,953.33,159.6,1408.97,33.47,34.57,32.97,65.73,2017/8/1 15:00,2813.1,1253,236.03,13.23,,,,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,326.1,972.43,166.73,1442.03,32.6,33.77,33,67.33,2017/8/1 16:00,2730.37,1201.83,230.4,13.87,2,4.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,316.6,921.9,220.63,1322.3,21.4,21.97,32.3,67.37,2017/8/1 17:00,1838.43,791.13,154.8,8.8,6,3.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,327.87,886.4,242.83,1245.4,22.17,22.43,31.4,71.53,2017/8/1 18:00,1942.23,833.43,155.6,9.23,6,3.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,332.27,836.53,346.3,1178.6,14.9,15.2,30.33,73.53,2017/8/1 19:00,1474.87,571.8,108.5,7.93,6,3.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,336.87,784.17,414.2,1083.73,8.77,8.77,29.57,73.4,2017/8/1 20:00,978.63,344.93,67.53,5.17,6,2.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,334.47,724.13,497.33,973.1,11.1,11.4,29,77.27,2017/8/1 21:00,1151.6,440.23,88.97,7.17,6,3,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,363.07,676.83,624.37,885.9,17.6,18.17,28.27,81.6,2017/8/1 22:00,1612.67,679.2,139.4,9.77,6,3.1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,369.6,659.33,639,861.47,26.13,27.33,27.47,85.37,2017/8/1 23:00,2314.17,1017.07,202.3,14.13,6,2.5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,334.3,666.77,550.6,856.2,28.63,29.3,27,86.43,2017/8/2 0:00,2376.37,1084.33,227.57,14.17,6,0.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,337.73,640.87,596.1,832.6,42.2,43.93,27,87.67,2017/8/2 1:00,3183.1,1558.63,347.9,23.33,6,1.2,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,368.87,610.4,660.67,789.9,52.77,55.33,27,88.03,2017/8/2 2:00,3810.07,1917.53,437.1,29.83,6,1.2,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,392.4,589.9,689.63,779.3,70.23,75.03,27,88.83,2017/8/2 3:00,4507.83,2415.77,614.53,45.57,6,1.5,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,575.47,563.37,787.73,786.63,98.33,106.17,27,89.5,2017/8/2 4:00,6377.57,3389.63,861.33,68.57,6,1.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,552.9,563.43,748.63,817.4,104.63,114.27,27,90.2,2017/8/2 5:00,6665.37,3555.6,917.57,79.3,6,1.1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,641.8,536.27,820.93,790.83,102.47,110.73,27,91,2017/8/2 6:00,6763.37,3546.73,874.03,70.53,6,1.1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,407.67,538.27,739.37,788.73,93.57,102.53,27.27,90.67,2017/8/2 7:00,5664.07,3106.57,838.93,73.27,6,1.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,383.23,570.43,696.77,827.8,74.43,82.07,28.1,88.97,2017/8/2 8:00,4640.07,2496.9,666.47,58.77,6,2.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,370.28,637.76,656.64,939.64,60.52,67.2,29.96,82.56,2017/8/2 9:00,3862.76,2010.32,522.88,46.92,6,2.5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,356.93,684.73,646.93,967.2,47.97,52.6,32,75.9,2017/8/2 10:00,3380.37,1653.33,384.03,31.83,6,3.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,348.97,711.3,625,994.8,40.07,42.93,32.43,74.23,2017/8/2 11:00,3100.83,1431.9,303.17,23.83,7,3.5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,359.93,823.93,459.5,1162.9,21.07,22.17,33.67,70.07,2017/8/2 12:00,1868.43,769.73,156.03,12.83,7,4.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,313.27,888.53,342.5,1238.23,17.83,18.27,35.03,64.73,2017/8/2 13:00,1668.67,674.03,133.1,9.93,7,5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,299.83,903.53,393.77,1250.3,16.57,17.03,35,64.83,2017/8/2 14:00,1621.1,645.23,126.2,9.77,7,4.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,298.67,885.17,355.87,1188.03,15.03,15.67,34.87,64.37,2017/8/2 15:00,1446.83,577.13,119.3,10.43,7,4.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,303.6,863.07,435.4,1122.8,13.8,14.13,34.07,65.6,2017/8/2 16:00,1354.8,533.97,107.53,9.07,7,4.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,290.07,866.5,364.23,1129.37,13.3,13.77,33.2,66.9,2017/8/2 17:00,1252.63,488.5,102.57,8.83,,,,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,294,867.67,307.8,1107.17,14.33,14.8,32.47,69.57,2017/8/2 18:00,1343.8,533.8,110.13,9.53,11,5.3,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,308.23,814.9,433.63,1044,17.73,18.17,31.53,73.37,2017/8/2 19:00,1650.03,654.4,134.4,10.6,11,2.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,328.63,825.97,404.87,1072.23,19.53,20.43,31,76.93,2017/8/2 20:00,1828.9,747.2,150.6,13.23,11,3.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,460.07,787,682.73,1058,30.97,32.67,30.43,79.13,2017/8/2 21:00,2729.6,1185.67,234.57,18.5,11,2.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,428.53,740.33,631.53,988.3,30.2,31.97,30,82.03,2017/8/2 22:00,2589.67,1131.27,230.7,18.2,11,5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,336.13,726.73,457.8,938.9,23.13,24.07,29.1,85.77,2017/8/2 23:00,2061.33,885.27,182.7,14.17,11,2.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,339,642.13,475.8,788.57,40.3,42.33,27.23,95.17,2017/8/3 0:00,3308.1,1521.2,323.67,24.1,11,3.5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,350.97,638,528.1,780.6,45.63,47.9,27,96.93,2017/8/3 1:00,3774.2,1759.93,370.63,26.6,11,6.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,333.57,653.93,424.5,791.67,32.73,33.87,26.87,97.83,2017/8/3 2:00,2860.03,1273.63,255.87,17.73,11,5.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,313.97,690.53,318.4,822.2,14.07,14.23,26,98.67,2017/8/3 3:00,1582.53,570.43,105.73,6,11,7.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,326.7,719.23,318.23,926.3,4.3,4.3,25.83,99.5,2017/8/3 4:00,699.8,172.87,36.7,3.1,11,3.5,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,365.97,686.2,530.6,885.17,13.67,14,26,98.3,2017/8/3 5:00,1336.73,524.23,108.73,7.43,11,7.1,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,341.33,689.6,415.1,889.23,18.77,19.1,25.77,97.7,2017/8/3 6:00,1633.63,718.27,157.03,10.8,11,2.8,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,324.37,700.73,420.73,900.7,3.37,3.4,24.8,96.7,2017/8/3 7:00,560.8,153.7,27,1.83,11,3.2,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,339.17,690.03,420.97,909.1,4.13,4.23,25.27,94.7,2017/8/3 8:00,627.4,177.4,31.93,2.2,7,2.4,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,342.17,783.27,420.67,1062.37,3.1,3.13,27.63,85.73,2017/8/3 9:00,523.93,132.77,27.77,3,7,2,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,324.63,888.97,300.07,1175.9,2.9,3.33,29.97,73.5,2017/8/3 10:00,449.5,121.83,35.27,7.27,7,2.6,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,308.63,874.13,267.73,1126.73,4.27,4.5,32.7,67.3,2017/8/3 11:00,552.4,163.03,35.37,4.03,2,1.9,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,286.76,917.56,222.16,1193.36,7.16,7.2,33.52,65.56,2017/8/3 12:00,878.28,292.6,53.76,3.92,2,2.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,285.87,904.5,269.73,1140.37,7.97,8.17,33.57,67.37,2017/8/3 13:00,930.43,318.07,58.03,4.93,2,3.9,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,282.6,1034.33,183.07,1376.47,10.57,10.73,35.2,63.03,2017/8/3 14:00,1186.8,422.97,75.77,5.2,2,2.4,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,277.17,1097.33,137.4,1439.4,10.63,10.87,36.2,60.07,2017/8/3 15:00,1203.97,431.3,76.1,5.2,2,3.4,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,284.37,1100.03,188.57,1448.3,10.43,10.67,36.73,59.03,2017/8/3 16:00,1223.53,441.13,77.37,6.4,2,2.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,288.17,1120.2,155.9,1458.43,11,11.3,36.4,59.83,2017/8/3 17:00,1225.13,451.37,80.43,6.97,1,2.5,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,306.1,1087.1,197.4,1394.33,10.87,11.17,34.53,63.4,2017/8/3 18:00,1203.03,447.17,82.47,7.8,1,2,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,328.93,1198.63,60.43,1587.43,30.03,31.8,33.27,72.57,2017/8/3 19:00,2614.63,1161.97,224.47,15.6,1,2.3,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,345.9,1192.33,106.3,1641.33,39.07,40.9,31.73,77.03,2017/8/3 20:00,3178.93,1455.1,284.3,18.83,1,2.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,341.53,1104.93,157.57,1482.2,49.03,51.47,30.5,83,2017/8/3 21:00,3977.03,1867,363.7,20.73,1,2.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,353.17,1094.8,165.9,1459.3,51.47,53.47,30,84.6,2017/8/3 22:00,4096.7,1971.97,388.93,21.1,1,2.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,471.1,989.17,241.47,1339.67,63.37,66.7,29.17,85.27,2017/8/3 23:00,4786.27,2368.87,499.17,32.33,1,1.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,428.2,906.77,371.3,1207.03,78.9,83.87,29,87.7,2017/8/4 0:00,5602.83,2865.2,647.17,44.17,1,0.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,460.93,860.23,584.07,1153.37,93.73,100.17,29,88.53,2017/8/4 1:00,6482.13,3357.63,771.53,53.97,1,1.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,455.5,792.47,702.3,1047.17,96.63,104,28.3,89.2,2017/8/4 2:00,6580.63,3444.83,814.2,59.77,1,0.6,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,452.2,783.67,677.3,1056.87,93.83,100,28,89.23,2017/8/4 3:00,6438.07,3335.23,782.97,54.43,1,0.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,403.97,717.33,670.7,947.37,119.1,127.57,28,90.37,2017/8/4 4:00,8000.53,4178.63,995.2,71.93,1,0.8,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,403.7,714.73,606.43,991.4,123.17,132,28,91.6,2017/8/4 5:00,8198,4291.67,1032.43,78.07,1,1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,501.27,645.33,731.93,912.97,156.5,167.53,27.17,92.7,2017/8/4 6:00,10486.57,5491.83,1304.17,95.97,1,1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,568.17,633.17,748.1,960.8,162.87,174.77,27.37,92.3,2017/8/4 7:00,11029.37,5759.1,1356.37,98.4,1,2.1,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,883.33,715.47,832.2,1186.97,203.33,217.17,28.6,88.8,2017/8/4 8:00,13783.73,7223.23,1619.13,109.97,1,1.5,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,804.57,795,903.3,1353.57,160.57,173.2,31.03,80.8,2017/8/4 9:00,10862.73,5554.87,1222.37,84.83,1,0.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,684.43,889.53,761.47,1518.37,157.37,170.5,33.1,74.97,2017/8/4 10:00,10764.73,5450.6,1177.57,78.13,1,1.6,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,610.6,1098.8,514.13,1824.33,142.63,152.3,35.27,68.77,2017/8/4 11:00,10063.6,5068.6,1082.8,72.17,1,0.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,476.4,1329,72.03,2138.5,108.53,114.5,36.97,63.27,2017/8/4 12:00,8040.8,3954.07,828.5,56.33,1,0.7,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,437,1466.9,22.13,2341.63,88.33,91.8,38.27,58.6,2017/8/4 13:00,6936.03,3335.5,677.47,43.9,1,1.8,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,414.53,1508.97,22.57,2358.8,81.07,83.47,38.37,57.43,2017/8/4 14:00,6649.57,3136.13,611.63,39.17,1,1.2,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,380.33,1557.97,22.73,2430.23,86.23,88.8,38.07,60.8,2017/8/4 15:00,7043.5,3338.5,649.93,40.03,1,2,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,349.03,1420.7,36.77,2150.93,60.4,62.17,37.67,58.37,2017/8/4 16:00,5063.67,2321.13,453.2,27.37,1,1.4,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,337.9,1454.73,22.1,2204.37,44.63,45.43,38.53,52.23,2017/8/4 17:00,3913.7,1757.97,339.97,20.37,1,1.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,349.1,1548.03,23.33,2311.9,90.33,94.63,35.63,67.9,2017/8/4 18:00,6993.6,3351.4,667.27,40.33,1,2.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,357.23,1459.3,24.8,2203.57,92.63,98.03,33.5,75.8,2017/8/4 19:00,6898.53,3315.53,666.6,39.93,1,3.3,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,371.6,1241.03,31.3,1831.43,82.13,87.37,31.87,79.37,2017/8/4 20:00,6412.6,3022.47,600.9,36.5,1,4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,370.77,1016.87,144.9,1450.83,80.07,83.37,30.33,82.93,2017/8/4 21:00,6669.97,3077.57,582.27,32.27,1,4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,384.37,940.6,268.17,1348.33,91.8,96.33,29.37,85.23,2017/8/4 22:00,7364.1,3482.13,688.93,42,1,2.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,402.1,883.07,447.1,1293.5,95.2,99.33,29,84.1,2017/8/4 23:00,7600.63,3606.8,704.3,39.97,1,2.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,453.53,773.33,582.17,1075.87,90.1,95,29,85.43,2017/8/5 0:00,6864.23,3377.6,696.9,44.93,1,0.7,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,488.17,700.2,644.53,991.23,113.23,120.43,28.2,89.33,2017/8/5 1:00,7743.53,4027.33,936.33,64.77,1,1.9,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,491.8,690.23,619.33,981.57,149.03,162.17,28,90.97,2017/8/5 2:00,8773.33,4892.43,1331.07,107.07,1,1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,468.77,680.17,621.57,953.53,165.67,180.5,28,91.1,2017/8/5 3:00,9690.4,5412.97,1482.37,120.37,1,1.3,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,511.07,655.1,661.93,952.83,192.87,211.57,27.2,92.03,2017/8/5 4:00,10837.6,6149.7,1753.37,150.27,1,0.6,8,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,663.33,582.5,829.8,888.03,229.33,257.87,27,92.53,2017/8/5 5:00,12269.97,7084.77,2137.23,206.9,1,1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,744.23,568.13,884.93,889.63,272.5,308.47,27,92.93,2017/8/5 6:00,14394.3,8389.8,2574.4,257.03,1,1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,1095.43,518.8,1115.53,850.23,358.03,397.83,27.17,92.43,2017/8/5 7:00,19790.57,11317.93,3193.03,292.43,2,1.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,988.53,531.2,1048.43,970.37,340.8,386.17,28,91.13,2017/8/5 8:00,17866.47,10438.03,3153.5,321.37,2,0.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,862.6,658.67,965.83,1216.67,296.9,336.63,29.67,85.2,2017/8/5 9:00,16009.83,9197.5,2680.4,259.23,2,1.5,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,750.03,854.8,790.37,1496.23,189.2,211.9,31.9,76.77,2017/8/5 10:00,11242.97,6056.33,1552.83,135.77,2,0.4,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,598.77,1013.93,519.9,1709.27,139.63,154.2,34.3,70.53,2017/8/5 11:00,8985.6,4670.3,1123.47,89.73,2,2.1,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,562.27,1193,240.8,1953.2,131.8,141.47,35.8,66.17,2017/8/5 12:00,9215.8,4637.5,1034.8,72.93,2,1.1,6,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,586.83,1127.03,231.28,1786.76,135.97,147.69,34.14,70.55,2017/8/5 13:00,9442.83,4746.17,1066.34,81.24,2,3.8,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,362.67,936.27,201.2,1398.8,74.57,79.17,29.77,80.23,2017/8/5 14:00,5673.17,2726.53,559.17,36.87,2,3,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,356.13,958.7,176.2,1510.23,22.67,23.73,27.87,73.83,2017/8/5 15:00,2139.47,896.13,172.8,13.47,2,2.1,2,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
XH808A016091800673,348.9,978.33,154.57,1496.37,15.63,16.33,28,70.9,2017/8/5 16:00,1566.57,619.73,126.07,11.7,2,1.6,4,6,6.5,7,5.9,6,4,3,2.4,6,13.2,0,0,0,0,6,10.5,0
