CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,PM05N,PM1N,PM25N,PM10N,WindSpeed,heating season
-0.07366662583105896,0.8824195173025389,0.19426767899092132,0.04433605742289451,0.18679024418094628,0.2641185619021698,0.8698778333319821,1.1423406013827917,0.11854256519896493,0.21192771179070047,0.11313564218108982,-0.29176040080905363,-0.4146871702923926,-0.6650908005970629
-0.24822319330334636,0.7489116549194212,0.7570232397344994,-0.10330728938001926,-0.1894099676695756,-0.18950016313319157,0.8698778333319821,1.0216855763203558,-0.27063509710775113,-0.19552795688783672,-0.3148452325439855,-0.5946545190240137,-0.5501761137735328,-0.6650908005970629
-0.6089198055364061,0.5706916243809217,0.8054763554714566,-0.35346911175355983,-0.17564264076781183,-0.17073101473967603,0.8458409062895106,0.997927250921961,-0.28990050232951603,-0.20242951208096926,-0.28994602172673106,-0.5398202390023399,-0.008220339848971804,-0.6650908005970629
-0.29407445757026107,0.606327772462584,0.73185338759004,-0.318075517100062,-0.03316681585420995,0.006925478965283399,0.7897547431904106,1.1609745820874147,-0.12034646235976025,-0.028645762989826403,-0.12062706163407204,-0.3841953299884466,-0.8888984724763835,-0.6650908005970629
-0.40717424276198266,0.6204722193307189,0.737053009696665,-0.2375832105599191,0.164378316666447,0.2678352249503908,0.7897547431904106,1.2695175196918451,0.0910562218671479,0.19735278246148055,0.14177730605775785,0.020533879695336175,-0.8211540007358133,-0.6650908005970629
0.08190590941843663,0.4557287034471366,1.2577974643929095,-0.4815714273619703,0.4013044075340097,0.5235416426679892,0.7897547431904106,1.3319413550523334,0.3679842515463903,0.4809837953047899,0.3385481328116644,-0.06119530909887293,-1.159876359438664,-0.6650908005970629
3.146057415480368,0.2304390969418997,2.0260991485904176,-0.4805250535362938,0.9332675156103009,1.175258508173525,0.7897547431904106,1.3240219132528683,0.9284784750210694,1.0784413698306266,0.8771368832175581,0.33752824134444087,-0.5501761137735328,-0.6650908005970629
-0.23503089972479568,0.18120856381475214,2.064107005759199,-0.46883182603436235,0.9092547361304804,1.1691260141439603,0.8057793612187248,1.302126985924936,0.8735132778242833,1.0306881849084468,0.8896189376411513,0.4819251787348484,-0.008220339848971804,-0.6650908005970629
-0.23503089972479568,0.2735403697595215,1.9872630330329708,-0.23915277129843376,0.8569068768644716,1.118207730383334,0.8883061440645436,1.182869509415347,0.7559036834226579,0.9303019275537927,0.8408588844855548,0.42369639566421374,0.46599096233501935,-0.6650908005970629
2.852287560914103,0.35801414966643813,1.9570776162015897,-0.14034892280895742,1.0037050020844411,1.3189075349872628,0.9956710848542494,0.9406277602552442,0.7410246092848168,1.0360162253533614,1.10118651521956,0.7370351386452069,0.262757547113309,-0.6650908005970629
1.8654396485869005,0.39129288993674444,1.8191725944887112,-0.10678648235039248,1.2977815081139767,1.7370321279121146,1.1022347947425393,0.8083264972524195,0.8494321454193143,1.2349961283241946,1.445059543152728,1.0790965997327913,0.8047133210378701,-0.6650908005970629
-0.5172172770025776,0.7079713392622088,0.3319886432840962,0.0195631571000101,0.027665558828002167,0.10913371279135829,1.1182594127708538,0.5893772239730957,-0.14510414326998994,0.019421128986586364,-0.051272700313379084,-0.31186630348366745,-0.34694269855182236,-0.6650908005970629
-1.404640342603628,1.121539249634397,-0.07753911555628354,0.46173457648513566,-0.26465001003968003,-0.26253259203073237,1.296933903786558,0.3797449410460838,-0.44782839326237145,-0.33573011274486303,-0.4158481997948638,-0.700145229160948,-0.1437092833301119,-0.6650908005970629
